TS,front,drill,camera,back,press,manual,iCarrierID6_FrontCover,iCarrierID5_Drill,iCarrierID4_Camera,iCarrierID3_Back,iCarrierID2_Press,iCarrierID1_Manual,robot
169.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
170,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
170.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
171,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
171.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
172,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
172.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
173,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
173.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
174,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
174.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
175,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
175.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
176,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
176.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
177,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
177.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
178,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
178.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
179,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
179.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
180,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
180.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
181,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
181.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
182,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
182.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
183,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
183.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
184,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
184.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
185,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
185.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
186,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
186.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
187,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
187.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
188,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
188.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
189,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
189.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
190,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
190.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
191,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
191.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
192,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
192.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
193,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
193.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
194,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
194.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
195,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
195.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
196,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
196.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
197,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
197.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
198,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
198.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
199,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
199.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
200,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
200.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
201,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
201.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
202,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
202.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
203,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
203.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
204,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
204.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
205,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
205.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
206,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
206.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
207,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
207.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
208,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
208.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
209,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
209.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
210,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
210.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
211,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
211.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
212,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
212.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
213,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
213.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
214,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
214.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
215,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
215.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
216,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
216.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
217,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
217.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
218,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
218.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
219,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
219.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
220,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
220.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
221,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
221.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
222,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
222.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
223,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
223.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
224,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
224.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
225,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
225.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
226,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
226.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
227,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
227.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
228,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
228.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
229,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
229.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
230,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
230.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
231,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
231.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
232,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
232.5,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
233,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,1
